train_number_clean,train_name,from_station_code,from_station_name,to_station_code,to_station_name,distance_km,duration_hours,duration_minutes
12916,Ashram SF Express,DLI,OLD DELHI,ADI,AHMEDABAD JN,933.0,16.0,20.0
12917,Gujarat Sampark Kranti Express,ADI,AHMEDABAD JN,NZM,DELHI H NIZAMUDDIN,1085.0,17.0,20.0
12933,Karnavati Express,BCT,Mumbai Central,ADI,AHMEDABAD JN,491.0,7.0,45.0
12934,Karnavati Express,ADI,AHMEDABAD JN,BCT,Mumbai Central,491.0,7.0,40.0
12943,Valsad-Kanpur Udyogkarmi Express,BL,VALSAD,CNB,KANPUR CENTRAL,1305.0,23.0,50.0
12944,Kanpur-Valsad Udyogkarmi Express,CNB,KANPUR CENTRAL,BL,VALSAD,1305.0,23.0,35.0
12945,SURAT - MAHUVA SF Exp,ST,SURAT,MHV,MAHUVA JN,1409.0,25.0,5.0
12947,Azimabad Express,ADI,AHMEDABAD JN,PNBE,PATNA JN,1772.0,31.0,0.0
12948,Azimabad Express,PNBE,PATNA JN,ADI,AHMEDABAD JN,1772.0,30.0,20.0
12949,PORBANDAR - K SANTRAGANCHI Kavi Guru SF Exp,PBR,PORBANDAR,SRC,SANTRAGACHI JN,2657.0,48.0,15.0
12951,Mumbai Central-New Delhi Rajdhani Express,BCT,Mumbai Central,NDLS,NEW DELHI,1384.0,15.0,50.0
12955,Mumbai-Jaipur SF Express,BCT,Mumbai Central,JP,JAIPUR,1159.0,18.0,0.0
12956,Jaipur-Mumbai SF Express,JP,JAIPUR,BCT,Mumbai Central,1159.0,17.0,40.0
12959,MUMBAI DADAR - BHUJ SF Exp,DDR,MUMBAI DADAR WEST,BHUJ,BHUJ,977.0,17.0,45.0
12960,BHUJ - MUMBAI DADAR SF Exp,BHUJ,BHUJ,DDR,MUMBAI DADAR WEST,977.0,17.0,45.0
12961,Avantika Express,BCT,Mumbai Central,INDB,INDORE JN BG,829.0,13.0,55.0
12962,Avantika Express,INDB,INDORE JN BG,BCT,Mumbai Central,829.0,14.0,45.0
12965,Gwalior Udaipur Express,GWL,GWALIOR JN,UDZ,UDAIPUR CITY,794.0,14.0,20.0
12966,Udaipur Gwalior Express,UDZ,UDAIPUR CITY,GWL,GWALIOR JN,794.0,14.0,25.0
12967,Chennai-Jaipur SF Express,MAS,CHENNAI CENTRAL,JP,JAIPUR,2185.0,36.0,20.0
12968,Jaipur-Chennai SF Express,JP,JAIPUR,MAS,CHENNAI CENTRAL,2185.0,38.0,5.0
12969,Coimbatore-Jaipur Express,CBE,COIMBATORE JN,JP,JAIPUR,2682.0,44.0,40.0
12970,Jaipur-Coimbatore Express,JP,JAIPUR,CBE,COIMBATORE JN,2682.0,46.0,20.0
12971,Bhavnagar Express,BDTS,MUMBAI BANDRA TERMINUS,BVC,BHAVNAGAR TERMINUS,778.0,14.0,5.0
12973,Indore-Jaipur SF Express,INDB,INDORE JN BG,JP,JAIPUR,599.0,9.0,30.0
12974,Jaipur Indore SF Express,JP,JAIPUR,INDB,INDORE JN BG,599.0,10.0,0.0
12975,Mysore-Jaipur SF Express,MYS,MYSORE JN,JP,JAIPUR,2479.0,43.0,40.0
12976,Jaipur-Mysore SF Express,JP,JAIPUR,MYS,MYSORE JN,2479.0,44.0,40.0
12977,ERNAKULAM - AJMER Marusagar Exp,ERS,ERNAKULAM JN,AII,AJMER JN,2859.0,44.0,25.0
12978,AJMER - ERNAKULAM Marusagar Exp,AII,AJMER JN,ERS,ERNAKULAM JN,2859.0,44.0,40.0
12979,Mumbai Bandra (T.) - Jaipur (Tri-weekly) SF Exp,BDTS,MUMBAI BANDRA TERMINUS,JP,JAIPUR,1148.0,18.0,45.0
12981,Chetak Express,DEE,DELHI SARAI ROHILLA,UDZ,UDAIPUR CITY,673.0,12.0,10.0
12982,Chetak Express,UDZ,UDAIPUR CITY,DEE,DELHI SARAI ROHILLA,673.0,11.0,50.0
12983,Ajmer-Chandigarh GaribRath Express,AII,AJMER JN,CDG,CHANDIGARH,740.0,12.0,45.0
12984,Chandigarh-Ajmer GaribRath,CDG,CHANDIGARH,AII,AJMER JN,740.0,12.0,50.0
12988,Ajmer Sealdah Express,AII,AJMER JN,SDAH,KOLKATA SEALDAH,1642.0,27.0,10.0
12989,Dadar Ajmer Superfast Express,DDR,MUMBAI DADAR WEST,AII,AJMER JN,976.0,17.0,30.0
12990,Ajmer-Dadar SF Express,AII,AJMER JN,DDR,MUMBAI DADAR WEST,976.0,17.0,30.0
12991,Udaipur-Ajmer Express,UDZ,UDAIPUR CITY,AII,AJMER JN,301.0,5.0,25.0
12992,Ajmer Udaipur Express,AII,AJMER JN,UDZ,UDAIPUR CITY,301.0,5.0,15.0
12941,Ahmedabad-Asansol (Weekly) SF Parasnath Express,ADI,AHMEDABAD JN,ASN,ASANSOL JN,2021.0,34.0,55.0
12942,Asansol Ahmedabad (Weekly) SF Express,ASN,ASANSOL JN,ADI,AHMEDABAD JN,2021.0,34.0,0.0
12954,August Kranti Rajdhani Express,NZM,DELHI H NIZAMUDDIN,BCT,Mumbai Central,1377.0,17.0,40.0
12957,Ahmadabad-New Delhi Swarna Jayanti Rajdhani Expres,ADI,AHMEDABAD JN,NDLS,NEW DELHI,934.0,13.0,40.0
12958,New Delhi-Ahmedabad Swarna Jayanti Rajdhani Expres,NDLS,NEW DELHI,ADI,AHMEDABAD JN,934.0,13.0,40.0
12963,Mewar Express,NZM,DELHI H NIZAMUDDIN,UDZ,UDAIPUR CITY,743.0,12.0,15.0
12964,Mewar Express,UDZ,UDAIPUR CITY,NZM,DELHI H NIZAMUDDIN,743.0,12.0,15.0
12995,Bandra-Udaipur SF Express,BDTS,MUMBAI BANDRA TERMINUS,UDZ,UDAIPUR CITY,945.0,17.0,10.0
12996,Udaipur Bandra SF Express Slip,UDZ,UDAIPUR CITY,BDTS,MUMBAI BANDRA TERMINUS,945.0,16.0,55.0
12997,Tirunelveli - Hapa (Biweekly) SF Express,TEN,TIRUNELVELI,HAPA,HAPA,2730.0,44.0,5.0
12998,Hapa-Tirunelveli Express,HAPA,HAPA,TEN,TIRUNELVELI,2730.0,44.0,10.0
19321,Indore-Rajendranagar Express,INDB,INDORE JN BG,RJPB,RAJENDRA NAGAR BIHAR,1400.0,26.0,55.0
12259,Sealdah-New Delhi AC Duronto Express,SDAH,KOLKATA SEALDAH,NDLS,NEW DELHI,1453.0,16.0,20.0
51672,KATNI - ITARSI Fast Passenger,KTE,KATNI,ET,ITARSI JN,335.0,6.0,20.0
12343,Darjeeling Mail,SDAH,KOLKATA SEALDAH,NJP,NEW JALPAIGURI,567.0,9.0,55.0
12483,KOCHUVELI - AMRITSAR SF Exp,KCVL,KOCHUVELI,ASR,AMRITSAR JN,3597.0,58.0,30.0
19131,MUMBAI BANDRA - BHUJ Kutch Exp,BDTS,MUMBAI BANDRA TERMINUS,BHUJ,BHUJ,839.0,16.0,20.0
22602,SAINAGAR SHIRDI - CHENNAI CENT SF Exp,SNSI,SAINAGAR SHIRDI,MAS,CHENNAI CENTRAL,1392.0,25.0,15.0
51631,Bhopal Bina Passenger,BPL,BHOPAL JN,BINA,BINA JN,139.0,3.0,45.0
11271,ITARSI - BHOPAL Vindhyachal Exp,ET,ITARSI JN,BPL,BHOPAL JN,738.0,17.0,5.0
12809,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),CSTM,MUMBAI CST,HWH,HOWRAH JN,1968.0,33.0,15.0
12175,Chambal Express,HWH,HOWRAH JN,GWL,GWALIOR JN,1303.0,23.0,35.0
12574,Howrah-SainagarShirdi Express,HWH,HOWRAH JN,SNSI,SAINAGAR SHIRDI,1791.0,29.0,55.0
12713,Satavahana Express,BZA,VIJAYAWADA JN,SC,SECUNDERABAD JN,351.0,5.0,35.0
12380,Amritsar - Sealdah Superfast Express,ASR,AMRITSAR JN,SDAH,KOLKATA SEALDAH,1894.0,30.0,35.0
12663,Howrah-Tiruchirappalli Express,HWH,HOWRAH JN,TPJ,TIRUCHIRAPPALLI,2025.0,36.0,15.0
12610,BANGALORE - CHENNAI CENT SF Intercity Exp,SBC,BANGALORE CITY JN,MAS,CHENNAI CENTRAL,362.0,6.0,30.0
12904,Golden Temple Mail,ASR,AMRITSAR JN,BCT,Mumbai Central,1891.0,32.0,10.0
19113,Bhilad Vadodara Express,BLD,BHILAD,BRC,VADODARA JN,236.0,4.0,30.0
19114,Vadodara Bhilad Express,BRC,VADODARA JN,BLD,BHILAD,236.0,4.0,30.0
19116,BHUJ - MUMBAI BANDRA Sayaji Nagari Exp,BHUJ,BHUJ,BDTS,MUMBAI BANDRA TERMINUS,839.0,15.0,40.0
19132,BHUJ - MUMBAI BANDRA Kutch Exp,BHUJ,BHUJ,BDTS,MUMBAI BANDRA TERMINUS,839.0,15.0,40.0
19151,PALANPUR - GANDHIDHAM Exp,PNU,PALANPUR JN,GIMB,GANDHIDHAM BG,301.0,6.0,30.0
19152,GANDHIDHAM - PALANPUR Exp,GIMB,GANDHIDHAM BG,PNU,PALANPUR JN,301.0,7.0,0.0
19215,Saurashtra Express,BCT,Mumbai Central,PBR,PORBANDAR,955.0,21.0,30.0
19216,Saurashtra Express,PBR,PORBANDAR,BCT,Mumbai Central,955.0,22.0,10.0
19223,AHMEDABAD - JAMMU TAWI Exp,ADI,AHMEDABAD JN,JAT,JAMMU TAWI,1476.0,32.0,15.0
19224,JAMMU TAWI - AHMEDABAD Exp,JAT,JAMMU TAWI,ADI,AHMEDABAD JN,1476.0,31.0,20.0
19225,Bhatinda Jammu Tawi Express,BTI,BHATINDA JN,JAT,JAMMU TAWI,490.0,11.0,35.0
19226,Jammu Tawi Bhatinda Express,JAT,JAMMU TAWI,BTI,BHATINDA JN,490.0,12.0,5.0
19259,KOCHUVELI - BHAVNAGAR Exp,KCVL,KOCHUVELI,BVC,BHAVNAGAR TERMINUS,2569.0,45.0,45.0
19260,BHAVNAGAR - KOCHUVELI Exp,BVC,BHAVNAGAR TERMINUS,KCVL,KOCHUVELI,2569.0,45.0,45.0
19263,Porbandar-Delhi Sarai Rohilla (Biweekly) Express,PBR,PORBANDAR,DEE,DELHI SARAI ROHILLA,1392.0,28.0,30.0
19264,Delhi SaraiRohilla-Porbandar Express,DEE,DELHI SARAI ROHILLA,PBR,PORBANDAR,1392.0,28.0,35.0
19269,Porbandar Muzaffarpur Express,PBR,PORBANDAR,MFP,MUZAFFARPUR JN,2470.0,51.0,5.0
19270,Muzaffarpur-Porbandar Express,MFP,MUZAFFARPUR JN,PBR,PORBANDAR,2470.0,50.0,25.0
19305,Shipra Express,INDB,INDORE JN BG,HWH,HOWRAH JN,1754.0,31.0,15.0
19309,Shanti Express,GNC,Gandhinagar Capital,INDB,INDORE JN BG,571.0,11.0,40.0
19310,Shanti Express,INDB,INDORE JN BG,GNC,Gandhinagar Capital,571.0,11.0,15.0
19313,Indore-Patna Express,INDB,INDORE JN BG,PNBE,PATNA JN,1357.0,26.0,20.0
19105,Ahmedabad-Haridwar Mail,ADI,AHMEDABAD JN,HW,HARIDWAR JN,1208.0,26.0,10.0
19107,Ahmedabad-Udhampur Janmabhoomi Express,ADI,AHMEDABAD JN,UHP,UDHAMPUR,1539.0,33.0,15.0
19108,Udhampur-Ahmedabad Janmabhoomi Express,UHP,UDHAMPUR,ADI,AHMEDABAD JN,1539.0,34.0,10.0
19109,Gujarat Queen Express,BL,VALSAD,ADI,AHMEDABAD JN,298.0,6.0,10.0
19110,Gujarat Queen Express,ADI,AHMEDABAD JN,BL,VALSAD,298.0,6.0,20.0
19119,Ahmedabad Somnath Intercity Express,ADI,AHMEDABAD JN,VRL,VERAVAL,430.0,9.0,0.0
19120,Somnath Ahmedabad Intercity Express,SMNH,SOMNATH,ADI,AHMEDABAD JN,435.0,9.0,40.0
19129,Baroda Ahmedabad Express,BRC,VADODARA JN,ADI,AHMEDABAD JN,100.0,2.0,15.0
19130,Ahmedabad Baroda Express,ADI,AHMEDABAD JN,BRC,VADODARA JN,100.0,2.0,35.0
19143,Lokshakti Express,BDTS,MUMBAI BANDRA TERMINUS,ADI,AHMEDABAD JN,481.0,9.0,10.0
19144,Lokshakti Express,ADI,AHMEDABAD JN,BDTS,MUMBAI BANDRA TERMINUS,481.0,9.0,0.0
19165,Sabarmati Express,ADI,AHMEDABAD JN,DBG,DARBHANGA JN,1944.0,46.0,25.0
19166,Sabarmati Express,DBG,DARBHANGA JN,ADI,AHMEDABAD JN,1944.0,47.0,25.0
19167,Sabarmati Express,ADI,AHMEDABAD JN,BSB,VARANASI JN,1598.0,37.0,0.0
19168,Sabarmati Express,BSB,VARANASI JN,ADI,AHMEDABAD JN,1598.0,38.0,5.0
19221,Ahmedabad-Veraval Somnath Express,ADI,AHMEDABAD JN,VRL,VERAVAL,432.0,8.0,20.0
19222,Veraval-Ahmedabad Somnath Express,VRL,VERAVAL,ADI,AHMEDABAD JN,432.0,8.0,20.0
19311,Pune Indore Express,PUNE,PUNE JN,INDB,INDORE JN BG,972.0,18.0,10.0
19312,Indore Pune Express,INDB,INDORE JN BG,PUNE,PUNE JN,972.0,18.0,10.0
19314,Patna Indore Express,RJPB,RAJENDRA NAGAR BIHAR,INDB,INDORE JN BG,1359.0,28.0,10.0
19322,Patna-Indore Express,RJPB,RAJENDRA NAGAR BIHAR,INDB,INDORE JN BG,1400.0,28.0,10.0
19323,Indore Habibganj InterCity Express,INDB,INDORE JN BG,HBJ,HABIBGANJ,224.0,4.0,0.0
19565,Uttaranchal Express,OKHA,OKHA,DDN,DEHRADUN,1680.0,35.0,20.0
19566,Uttranchal Express,DDN,DEHRADUN,OKHA,OKHA,1680.0,34.0,35.0
19571,Rajkot-Porbandar Express,RJT,RAJKOT JN,PBR,PORBANDAR,202.0,4.0,40.0
19572,Porbandar-Rajkot Express,PBR,PORBANDAR,RJT,RAJKOT JN,202.0,4.0,10.0
19601,Ajmer New Jalpaiguri Weekly Express,AII,AJMER JN,NJP,NEW JALPAIGURI,1936.0,36.0,5.0
19602,New Jalpaiguri Ajmer Weekly Express,NJP,NEW JALPAIGURI,AII,AJMER JN,1936.0,37.0,15.0
19603,Ajmer-Sultanpur Weekly Express,AII,AJMER JN,SLN,SULTANPUR,1068.0,20.0,30.0
19604,Sultanpur Ajmer Express,SLN,SULTANPUR,AII,AJMER JN,1068.0,20.0,30.0
19657,Indore Jn - Udaipur Express,INDB,INDORE JN BG,UDZ,UDAIPUR CITY,479.0,10.0,55.0
19658,Udaipur Indore Express,UDZ,UDAIPUR CITY,INDB,INDORE JN BG,479.0,12.0,0.0
19707,Aravalli Express,BDTS,MUMBAI BANDRA TERMINUS,JP,JAIPUR,1106.0,21.0,45.0
19708,Aravalli Express,JP,JAIPUR,BDTS,MUMBAI BANDRA TERMINUS,1106.0,21.0,45.0
19709,JAIPUR - KAMAKHYA Kavi Guru Exp,JP,JAIPUR,KYQ,KAMAKHYA,2212.0,48.0,5.0
19710,KAMAKHYA - JAIPUR Kavi Guru Exp,KYQ,KAMAKHYA,JP,JAIPUR,2212.0,46.0,40.0
19711,Jaipur-Bhopal Express,JP,JAIPUR,BPL,BHOPAL JN,790.0,17.0,50.0
19712,Bhopal Jaipur Express,BPL,BHOPAL JN,JP,JAIPUR,790.0,16.0,35.0
19735,Intercity Express,JP,JAIPUR,LHU,Loharu,229.0,6.0,10.0
19771,Jaipur - Amritsar Express,JP,JAIPUR,ASR,AMRITSAR JN,872.0,18.0,35.0
19781,Jaipur-Amritsar Express,JP,JAIPUR,ASR,AMRITSAR JN,713.0,14.0,20.0
19801,Kota-Indore Intercity Express,KOTA,KOTA JN,INDB,INDORE JN BG,433.0,7.0,50.0
19802,Indore-Kota InterCity Express,INDB,INDORE JN BG,KOTA,KOTA JN,433.0,8.0,35.0
19943,UDAIPUR - AHMEDABAD Exp,UDZ,UDAIPUR CITY,ADI,AHMEDABAD JN,298.0,9.0,0.0
19944,AHMEDABAD - UDAIPUR Exp,ADIJ,AHMEDABAD JN,UDZ,UDAIPUR CITY,298.0,9.0,5.0
22112,Nagpur-Bhusaval SF Express,NGP,NAGPUR,BSL,BHUSAVAL JN,604.0,10.0,25.0
12946,MAHUVA - SURAT SF Exp,MHV,MAHUVA JN,ST,SURAT,1409.0,25.0,15.0
19324,Habibganj Indore InterCity Express,HBJ,HABIBGANJ,INDB,INDORE JN BG,224.0,4.0,10.0
19325,Indore Amritsar (Weekly) Express,INDB,INDORE JN BG,ASR,AMRITSAR JN,1344.0,27.0,15.0
19326,Amritsar Indore Express,ASR,AMRITSAR JN,INDB,INDORE JN BG,1337.0,24.0,40.0
19327,Ratlam Chittaurgarh Express,RTM,RATLAM JN,COR,CHITTAURGARH,189.0,4.0,10.0
19328,Chittaurgarh Ratlam Express,COR,CHITTAURGARH,RTM,RATLAM JN,189.0,3.0,55.0
19567,TUTICORIN - OKHA Exp,TN,TUTICORIN,OKHA,OKHA,2535.0,46.0,50.0
19568,OKHA - TUTICORIN Exp,OKHA,OKHA,TN,TUTICORIN,2548.0,51.0,25.0
19569,Okha Varanasi Express,OKHA,OKHA,BSB,VARANASI JN,2041.0,39.0,15.0
19570,Varanasi Okha Weekly Express,BSB,VARANASI JN,OKHA,OKHA,2041.0,39.0,40.0
19653,Ratlam-Ajmer Express,RTM,RATLAM JN,AII,AJMER JN,375.0,7.0,30.0
19654,Ajmer-Ratlam Express,AII,AJMER JN,RTM,RATLAM JN,375.0,7.0,30.0
19736,Loharu-Jaipur Intercity Express,LHU,Loharu,JP,JAIPUR,229.0,6.0,55.0
19772,Amritsar - Jaipur Express,ASR,AMRITSAR JN,JP,JAIPUR,872.0,17.0,0.0
19782,Amritsar-Jaipur Express,ASR,AMRITSAR JN,JP,JAIPUR,713.0,13.0,40.0
19911,Mahesana Ahmedabad InterCity Express,MSH,MAHESANA JN,ADI,AHMEDABAD JN,69.0,2.0,5.0
19915,Mahesana Ahmedabad InterCity,MSH,MAHESANA JN,ADI,AHMEDABAD JN,69.0,2.0,5.0
22131,PUNE - MANDUADIH Gyan Ganga Exp,PUNE,PUNE JN,MUV,MANDUADIH,1537.0,27.0,5.0
22132,MANDUADIH - PUNE Gyan Ganga Exp,MUV,MANDUADIH,PUNE,PUNE JN,1537.0,27.0,30.0
22162,Damoh Bhopal Rajya Rani Express,DMO,DAMOH,BPL,BHOPAL JN,291.0,5.0,5.0
22410,Anand ViharT Delhi-Sasaram GaribRath Express,ANVT,ANAND VIHAR TRM,SSM,SASARAM,874.0,13.0,0.0
22424,New Delhi-Guwahati Rajdhani Express,NDLS,NEW DELHI,GHY,GUWAHATI,1879.0,27.0,20.0
22463,Rajasthan Sampark Kranti Express,MTD,MERTA ROAD JN,BKN,BIKANER JN,173.0,3.0,50.0
22471,Bikaner - Delhi Sarai Rohilla SF Intercity Express,BKN,BIKANER JN,DEE,DELHI SARAI ROHILLA,458.0,8.0,10.0
22472,Delhi Sarai Rohilla - Bikaner SF Intercity Express,DEE,DELHI SARAI ROHILLA,BKN,BIKANER JN,458.0,8.0,10.0
22601,CHENNAI CENT - SAINAGAR SHIRDI SF Exp,MAS,CHENNAI CENTRAL,SNSI,SAINAGAR SHIRDI,1392.0,25.0,20.0
22608,BANGALORE - ERNAKULAM Weekly SF Exp,SBC,BANGALORE CITY JN,ERS,ERNAKULAM JN,625.0,11.0,5.0
22681,MYSORE - CHENNAI Weekly SF Exp,MYS,MYSORE JN,MAS,CHENNAI CENTRAL,500.0,9.0,5.0
22682,CHENNAI - MYSORE Weekly SF Exp,MAS,CHENNAI CENTRAL,MYS,MYSORE JN,500.0,9.0,5.0
22811,Bhubaneshwar-New Delhi Rajdhani Express,BBS,BHUBANESWAR,NDLS,NEW DELHI,1724.0,23.0,5.0
22812,New Delhi-Bhubaneswar Rajdhani Express,NDLS,NEW DELHI,BBS,BHUBANESWAR,1724.0,22.0,40.0
22835,Shalimar-Puri Express,SHM,KOLKATA SHALIMAR,PURI,PURI,500.0,8.0,55.0
22836,Puri-Shalimar weekly superfast express,PURI,PURI,SHM,KOLKATA SHALIMAR,500.0,9.0,5.0
22845,PUNE - HATIA SF Exp,PUNE,PUNE JN,HTE,HATIA,1774.0,30.0,25.0
22846,HATIA - PUNE SF Exp,HTE,HATIA,PUNE,PUNE JN,1774.0,30.0,45.0
22855,Santragachi-Tirupati Superfast Express,SRC,SANTRAGACHI JN,TPTY,TIRUPATI MAIN,1597.0,25.0,55.0
22856,TirupatiSantragachi Superfast Express,TPTY,TIRUPATI MAIN,SRC,SANTRAGACHI JN,1597.0,26.0,15.0
22905,Okha Howrah Triweekly SF Express,OKHA,OKHA,HWH,HOWRAH JN,2586.0,46.0,30.0
22403,Puducherry-New Delhi SF Express,PDY,Puducherry,NDLS,NEW DELHI,2384.0,42.0,55.0
22405,Bhagalpur - Delhi AnandVihar T. Garib Rath Express,BGP,BHAGALPUR,ANVT,ANAND VIHAR TRM,1207.0,18.0,55.0
22407,Varanasi-Delhi Anand Vihar Terminus Garib Rath,BSB,VARANASI JN,ANVT,ANAND VIHAR TRM,781.0,14.0,30.0
22408,Delhi Anand Vihar Terminus-Varanasi Garib Rath,ANVT,ANAND VIHAR TRM,BSB,VARANASI JN,781.0,13.0,55.0
22409,Sasaram-Anand ViharT Delhi GariRath Express,SSM,SASARAM,ANVT,ANAND VIHAR TRM,874.0,14.0,35.0
22423,Guwahati-New Delhi Rajdhani Express,GHY,GUWAHATI,NDLS,NEW DELHI,1880.0,27.0,5.0
22447,Khajuraho Nizamuddin Express,KURJ,KHAJURAHO,NZM,DELHI H NIZAMUDDIN,604.0,11.0,10.0
22481,Jodhpur-Delhi Sarai Rohilla Express,JU,JODHPUR JN,DEE,DELHI SARAI ROHILLA,622.0,10.0,35.0
22482,Delhi Sarai Rohilla-Jodhpur Express,DEE,DELHI SARAI ROHILLA,JU,JODHPUR JN,622.0,10.0,45.0
22609,Mangalore - Palghat Intercity Express,MAQ,MANGALORE CNTL,PGT,PALAKKAD,352.0,6.0,15.0
22610,Palghat Mangalore Intercity,PGT,PALAKKAD,MAQ,MANGALORE CNTL,352.0,6.0,15.0
22688,Chandigarh Chennai Express,CDG,CHANDIGARH,MAS,CHENNAI CENTRAL,2509.0,42.0,30.0
22815,Bilaspur-Ernakulam Express,BSP,BILASPUR JN,ERS,ERNAKULAM JN,2155.0,37.0,25.0
22816,Ernakulam-Bilaspur Express,ERS,ERNAKULAM JN,BSP,BILASPUR JN,2156.0,37.0,5.0
22853,Kolkata Shalimar-Visakhapatnam Superfast express,SHM,KOLKATA SHALIMAR,VSKP,VISHAKAPATNAM,880.0,14.0,5.0
22854,Visakhapatnam-Shalimar Express,VSKP,VISHAKAPATNAM,SHM,KOLKATA SHALIMAR,880.0,13.0,45.0
22861,Rajya Rani Express,SHM,KOLKATA SHALIMAR,BQA,BANKURA,229.0,4.0,15.0
22862,Rajya Rani Express,BQA,BANKURA,SHM,KOLKATA SHALIMAR,229.0,4.0,15.0
22926,Paschim Express,KLK,Kalka,BDTS,MUMBAI BANDRA TERMINUS,1676.0,28.0,55.0
22996,Ajmer Bandra SF Express,AII,AJMER JN,BDTS,MUMBAI BANDRA TERMINUS,1017.0,18.0,0.0
12288,DEHRADUN - KOCHUVELI SF Express,DDN,DEHRADUN,KCVL,KOCHUVELI,3459.0,57.0,30.0
12665,HOWRAH - KANNIYAKUMARI SF Exp,HWH,HOWRAH JN,CAPE,KANYAKUMARI,2431.0,43.0,30.0
12778,TRIVANDRUM KOCHUVELI - HUBLI SF Exp,KCVL,KOCHUVELI,UBL,HUBLI JN,1307.0,23.0,55.0
12952,Mumbai Rajdhani Express,NDLS,NEW DELHI,BCT,Mumbai Central,1384.0,16.0,5.0
22404,New Delhi-Puducherry SF Exp,NDLS,NEW DELHI,PDY,Puducherry,2384.0,42.0,55.0
12393,Sampoorna Kranti Express,RJPB,RAJENDRA NAGAR BIHAR,NDLS,NEW DELHI,1001.0,15.0,0.0
19303,InterCity Express,RTM,RATLAM JN,BPL,BHOPAL JN,280.0,5.0,25.0
51116,Dhule Dadar Passenger Composite,DHI,Dhule,DR,MUMBAI DADAR CENTRAL,375.0,8.0,40.0
51117,Katni Chopan Mix Passenger,KTE,KATNI,CPU,CHOPAN,326.0,8.0,50.0
51118,Chopan Katni Passenger,CPU,CHOPAN,KTE,KATNI,326.0,9.0,30.0
51135,Badnera Amravati Passenger,BD,BADNERA JN,AMI,Amravati,6.0,0.0,15.0
51136,Amravati Badnera Passenger,AMI,Amravati,BD,BADNERA JN,6.0,0.0,15.0
51137,Badnera Amravati Passenger,BD,BADNERA JN,AMI,Amravati,9.0,0.0,15.0
51138,Amravati Badnera Passenger,AMI,Amravati,BD,BADNERA JN,6.0,0.0,15.0
51139,Badnera Amravati Passenger,BD,BADNERA JN,AMI,Amravati,6.0,0.0,15.0
51140,Amravati Badnera Passenger,AMI,Amravati,BD,BADNERA JN,6.0,0.0,15.0
51141,Badnera Amravati Passenger,BD,BADNERA JN,AMI,Amravati,6.0,0.0,15.0
51142,Amravati Badnera Passenger,AMI,Amravati,BD,BADNERA JN,6.0,0.0,15.0
51145,Badnera Amravati Mix Passenger,BD,BADNERA JN,AMI,Amravati,6.0,0.0,15.0
51146,Amravati Badnera Passenger,AMI,Amravati,BD,BADNERA JN,6.0,0.0,15.0
51147,Badnera Amravati Passenger,BD,BADNERA JN,AMI,Amravati,6.0,0.0,15.0
51148,Amravati Badnera Passenger,AMI,Amravati,BD,BADNERA JN,6.0,0.0,15.0
51149,Badnera Amravati Passenger,BD,BADNERA JN,AMI,Amravati,6.0,0.0,15.0
51150,Amravati Badnera Passenger,AMI,Amravati,BD,BADNERA JN,6.0,0.0,15.0
51181,Devlali Bhusaval Passenger,DVL,DEVLALI,BSL,BHUSAVAL JN,262.0,5.0,30.0
51182,Bhusaval Devlali Passenger,BSL,BHUSAVAL JN,DVL,DEVLALI,262.0,5.0,45.0
51187,BHUSAVAL - KATNI Passenger,BSL,BHUSAVAL JN,KTE,KATNI,657.0,17.0,55.0
51188,KATNI - BHUSAVAL Passenger,KTE,KATNI,BSL,BHUSAVAL JN,657.0,18.0,40.0
51190,ALLAHABAD - ITARSI Passenger,ALD,ALLAHABAD JN,ET,ITARSI JN,611.0,20.0,30.0
51197,Bhusaval Wardha Passenger,BSL,BHUSAVAL JN,WR,WARDHA JN,314.0,7.0,5.0
51198,Wardha Bhusaval Passenger,WR,WARDHA JN,BSL,BHUSAVAL JN,314.0,9.0,0.0
12434,Delhi H.Nizamuddin-Chennai Central Rajdhani Expres,NZM,DELHI H NIZAMUDDIN,MAS,CHENNAI CENTRAL,2176.0,28.0,15.0
51153,Mumbai Bhusaval Passenger,CSTM,MUMBAI CST,BSL,BHUSAVAL JN,442.0,12.0,30.0
51154,Bhusaval Mumbai Passenger,BSL,BHUSAVAL JN,CSTM,MUMBAI CST,442.0,13.0,10.0
51157,Bhusaval Itarsi Passenger,BSL,BHUSAVAL JN,ET,ITARSI JN,322.0,9.0,25.0
51183,Bhusaval Amravati Passenger,BSL,BHUSAVAL JN,AMI,Amravati,225.0,6.0,0.0
51195,Wardha Balharshah Passenger,WR,WARDHA JN,BPQ,BALHARSHAH,132.0,3.0,15.0
51254,Chhindwara Amla Passenger,CWA,Chhindwara Junction,AMLA,AMLA JN,115.0,3.0,10.0
51255,Junnor Deo Chhindwara Passenger,JNO,Junnor Deo,CWA,Chhindwara Junction,47.0,1.0,30.0
51256,Chhindwara Junnor Deo Passenger,CWA,Chhindwara Junction,JNO,Junnor Deo,47.0,1.0,30.0
51259,Wardha Nagpur Passenger,WR,WARDHA JN,NGP,NAGPUR,78.0,2.0,7.0
51260,Nagpur Wardha Passenger,NGP,NAGPUR,WR,WARDHA JN,78.0,1.0,35.0
